fighter,sig_str_landed,total_str_landed,td_landed,head_landed,body_landed,leg_landed,distance_landed,clinch_landed,ground_landed,sig_str_attempts,total_str_attempts,td_attempts,kd,sub_att,rev,ctrl_seconds,sig_str_acc,td_acc
Collin Hart,95.0,104.0,2.0,67.0,11.0,17.0,75.0,20.0,0.0,212.0,223.0,12.0,0.0,0.0,0.0,214.0,0.4481132075471698,0.16666666666666666
Colton Smith,13.5,34.0,2.25,5.25,2.75,5.5,7.5,4.25,1.75,32.5,58.5,6.25,0.25,0.75,0.0,237.0,0.5212148962148961,0.3680555555555555
Connor Matthews,23.0,24.666666666666668,1.0,14.333333333333334,4.666666666666667,4.0,22.0,0.3333333333333333,0.6666666666666666,57.0,60.333333333333336,2.0,0.0,0.0,0.0,29.0,0.3318840579710145,0.5
Conor McGregor,31.6,50.2,0.0,22.6,6.6,2.4,21.2,3.8,6.6,59.0,78.8,0.2,0.8,0.2,0.0,26.8,0.5782542993069308,0.0
Constantinos Philippou,12.6,23.6,0.0,8.4,1.4,2.8,7.0,2.0,3.6,41.6,54.6,0.2,0.2,0.0,0.0,49.0,0.2810931917979973,0.0
Corey Anderson,37.0,53.8,4.0,28.8,5.8,2.4,24.6,6.6,5.8,80.6,99.8,7.6,0.2,0.0,0.0,195.4,0.4669497941563656,0.4478744939271255
Corey Hill,23.666666666666668,43.333333333333336,1.3333333333333333,16.666666666666668,6.0,1.0,11.0,5.333333333333333,7.333333333333333,51.0,71.0,1.6666666666666667,0.0,0.0,0.0,166.33333333333334,0.4771212121212121,0.8333333333333333
Cortavious Romious,14.0,22.0,3.0,9.5,2.0,2.5,12.5,0.0,1.5,34.5,44.0,4.5,0.0,0.0,0.5,250.5,0.4180555555555555,0.6666666666666666
Cortney Casey,41.0,91.2,0.4,26.6,5.2,9.2,36.2,3.6,1.2,100.4,156.4,1.2,0.0,0.4,0.0,38.0,0.4223650278421555,0.2
Cory Hendricks,47.0,52.0,0.0,23.0,17.0,7.0,37.0,10.0,0.0,118.0,124.0,2.0,0.0,0.0,0.0,18.0,0.3983050847457627,0.0
Cory McKenna,27.8,70.2,2.0,22.4,2.6,2.8,23.2,2.6,2.0,79.6,140.0,4.2,0.0,0.4,0.0,292.6,0.38474620759566996,0.6023809523809524
Cory Sandhagen,73.4,128.0,2.4,43.8,11.2,18.4,58.4,0.4,14.6,158.8,233.4,4.6,0.0,0.2,0.2,385.0,0.4727835812551945,0.5625
Cory Walmsley,2.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Court McGee,24.8,33.6,0.6,6.8,10.4,7.6,22.2,1.0,1.6,73.6,86.6,2.8,0.0,0.2,0.0,96.0,0.372072673340749,0.5416666666666666
Crafton Wallace,2.5,14.0,0.0,1.5,0.0,1.0,2.5,0.0,0.0,13.5,25.0,0.0,0.0,0.0,0.0,22.5,0.16666666666666666,0.0
Craig White,12.0,38.5,0.0,8.5,2.0,1.5,6.5,1.0,4.5,29.5,61.0,1.0,0.5,0.5,0.0,58.5,0.3907563025210084,0.0
Cristian Quinonez,20.333333333333332,25.0,0.6666666666666666,15.0,1.0,4.333333333333333,18.0,1.0,1.3333333333333333,52.666666666666664,58.333333333333336,2.3333333333333335,0.0,0.0,0.0,65.0,0.40206323926775583,0.2857142857142857
Cristiane Justino,70.0,77.8,0.2,38.0,20.0,12.0,50.6,14.0,5.4,128.0,136.8,0.6,0.2,0.0,0.0,43.4,0.5157774349650458,0.3333333333333333
Cristiano Marcello,42.5,56.75,0.5,29.25,8.0,5.25,37.75,4.25,0.5,126.75,145.25,4.25,0.0,0.25,0.0,66.0,0.3565747615927786,0.0875
Cristina Stanciu,22.0,27.5,0.5,8.5,7.5,6.0,17.0,1.0,4.0,44.0,50.0,0.5,0.0,1.0,0.0,99.0,0.4649122807017544,1.0
Cub Swanson,61.4,77.8,0.4,36.8,11.6,13.0,54.2,6.8,0.4,106.8,125.2,1.0,0.4,0.0,0.0,30.6,0.5848600401764958,0.5
Cung Le,33.25,34.0,0.5,13.25,13.75,6.25,31.0,2.25,0.0,80.0,80.75,0.75,0.25,0.0,0.0,18.75,0.4318104843916053,0.5
Curt Warburton,22.666666666666668,46.333333333333336,1.6666666666666667,8.333333333333334,7.0,7.333333333333333,14.333333333333334,6.0,2.3333333333333335,53.666666666666664,93.0,3.3333333333333335,0.0,0.6666666666666666,0.0,320.0,0.363412043978011,0.45238095238095233
Curtis Blaydes,19.0,28.6,0.4,13.6,1.0,4.4,13.4,2.4,3.2,39.4,49.8,3.2,0.0,0.0,0.0,66.2,0.4668038277511962,0.06666666666666667
Curtis Millender,44.4,45.6,0.2,26.4,6.4,11.6,41.4,2.0,1.0,92.4,93.6,0.2,0.4,0.0,0.0,10.4,0.377409096991594,1.0
Curtis Stout,3.5,32.0,0.0,0.0,1.5,2.0,3.0,0.0,0.5,5.0,34.5,0.0,0.0,0.0,0.0,1.5,0.6904761904761905,0.0
Cynthia Calvillo,57.2,61.4,1.2,26.6,19.6,11.0,56.8,0.4,0.0,179.6,184.6,3.0,0.0,0.0,0.0,48.6,0.3254798772866187,0.3958333333333333
Cyril Asker,11.4,29.6,1.0,10.2,1.2,0.0,4.0,0.8,6.6,29.2,54.6,1.6,0.0,0.2,0.0,98.0,0.34492032789905125,0.6666666666666666
Cyrille Diabate,16.0,27.6,0.8,9.4,6.0,0.6,5.6,2.0,8.4,21.6,34.0,0.8,0.2,0.2,0.2,95.2,0.7298648648648649,1.0
Da Woon Jung,27.0,33.8,0.4,12.8,5.0,9.2,22.6,4.2,0.2,75.4,82.6,1.6,0.2,0.0,0.2,74.4,0.35257107971393686,0.2333333333333333
Da'Mon Blackshear,38.4,46.2,0.2,22.6,9.8,6.0,37.0,1.0,0.4,86.2,94.8,1.2,0.0,1.4,0.2,104.6,0.5383400383400383,0.1
DaMarques Johnson,13.2,19.8,0.8,10.0,1.8,1.4,7.4,1.8,4.0,31.8,39.6,1.2,0.2,0.2,0.2,93.2,0.38888778550148956,0.75
Daichi Abe,57.0,58.333333333333336,0.3333333333333333,34.0,4.0,19.0,48.666666666666664,3.6666666666666665,4.666666666666667,169.33333333333334,171.66666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,7.333333333333333,0.3349637133071128,0.5
Daiju Takase,1.6666666666666667,4.666666666666667,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,8.333333333333334,11.666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.1851851851851852,0.0
Dakota Bush,26.0,32.5,1.5,12.5,4.0,9.5,24.5,1.0,0.5,67.0,76.0,4.5,0.0,0.0,0.5,90.5,0.38044871794871793,0.41666666666666663
Dalcha Lungiambula,35.4,48.2,1.2,23.0,9.8,2.6,21.2,8.4,5.8,81.6,95.8,2.8,0.0,0.0,0.0,132.8,0.466976544960416,0.58
Dale Hartt,4.666666666666667,6.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,4.666666666666667,0.0,0.0,13.333333333333334,15.0,0.3333333333333333,0.0,0.6666666666666666,0.0,12.0,0.30787037037037035,1.0
Damacio Page,15.666666666666666,36.0,1.0,9.666666666666666,3.0,3.0,11.333333333333334,2.0,2.3333333333333335,42.666666666666664,65.33333333333333,2.0,0.0,0.3333333333333333,0.6666666666666666,136.33333333333334,0.35620978854061564,0.625
Damian Grabowski,23.333333333333332,24.0,0.0,14.0,5.0,4.333333333333333,19.333333333333332,3.6666666666666665,0.3333333333333333,64.66666666666667,65.66666666666667,2.0,0.0,0.0,0.0,0.3333333333333333,0.34278959810874704,0.0
Damian Stasiak,24.6,28.0,2.4,16.0,5.0,3.6,21.6,1.4,1.6,70.8,74.4,7.0,0.0,0.4,0.2,170.8,0.41763842826993247,0.45055555555555554
Damien Brown,45.4,49.4,0.4,29.2,7.2,9.0,40.4,2.4,2.6,120.4,124.8,1.6,0.4,0.4,0.0,36.2,0.3897348709334911,0.14285714285714285
Damir Hadzovic,31.0,38.4,0.8,25.4,2.6,3.0,26.2,3.8,1.0,65.2,74.2,1.4,0.0,0.0,0.2,49.4,0.3823366907699757,0.5416666666666666
Damir Ismagulov,51.0,76.6,0.4,29.0,14.4,7.6,42.0,3.0,6.0,124.0,153.6,2.8,0.2,0.0,0.2,119.4,0.4232905435388735,0.2222222222222222
Damon Jackson,38.6,52.6,1.4,20.0,14.2,4.4,27.2,10.4,1.0,87.6,104.8,5.8,0.0,0.0,0.2,206.8,0.4821182281601807,0.17186813186813188
Dan Argueta,30.4,49.4,4.0,19.8,6.4,4.2,20.4,4.0,6.0,70.6,94.2,11.2,0.0,1.4,0.4,320.2,0.5371730230553761,0.5280701754385965
Dan Barrera,12.0,59.0,1.0,6.0,0.0,6.0,0.0,6.0,6.0,17.0,64.0,12.0,0.0,0.0,1.0,429.0,0.7058823529411765,0.08333333333333333
Dan Bobish,4.5,9.0,0.5,4.5,0.0,0.0,1.0,1.5,2.0,11.0,15.5,0.5,0.0,0.5,0.0,0.0,0.21428571428571427,1.0
Dan Christison,60.5,87.5,0.0,32.5,9.0,19.0,39.0,18.0,3.5,116.5,145.0,0.0,0.0,1.0,0.5,150.0,0.5289745627980922,0.0
Dan Cramer,14.5,24.0,0.0,13.0,1.0,0.5,1.5,1.5,11.5,48.0,61.5,1.0,0.0,0.5,1.0,373.0,0.2657563025210084,0.0
Dan Evensen,1.0,1.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.5,10.0,0.5,0.0,1.0,0.0,19.0,0.1111111111111111,0.0
Dan Hardy,31.0,40.6,0.8,25.0,2.4,3.6,23.0,3.8,4.2,92.4,102.6,2.4,0.2,0.6,0.0,101.2,0.34226868659006815,0.23214285714285715
Dan Henderson,22.6,25.8,0.2,13.6,1.2,7.8,18.0,1.0,3.6,56.0,59.4,0.8,0.8,0.0,0.0,22.2,0.5902346041055718,0.25
Dan Hooker,48.6,64.4,0.0,28.0,13.6,7.0,38.2,4.8,5.6,97.0,114.4,0.4,0.4,0.8,0.0,83.0,0.4276250540209931,0.0
Dan Ige,38.0,48.4,0.2,25.0,7.4,5.6,29.0,3.0,6.0,86.6,99.8,1.2,0.4,0.0,0.4,85.6,0.46972227787241716,0.1111111111111111
Dan Lauzon,11.666666666666666,14.333333333333334,1.0,8.333333333333334,1.6666666666666667,1.6666666666666667,7.0,2.3333333333333335,2.3333333333333335,40.666666666666664,44.333333333333336,2.3333333333333335,0.3333333333333333,0.0,0.0,103.0,0.32318112633181123,0.4666666666666666
Dan Miller,29.0,41.0,0.6,19.6,7.4,2.0,21.0,6.2,1.8,64.6,77.4,2.4,0.4,1.4,0.2,55.0,0.407347782741283,0.3333333333333333
Dan Moret,32.0,35.666666666666664,1.0,16.666666666666668,9.333333333333334,6.0,18.666666666666668,11.0,2.3333333333333335,73.0,77.33333333333333,3.6666666666666665,0.0,0.3333333333333333,0.0,195.0,0.42928457937905273,0.5555555555555556
Dan Severn,19.8,96.0,0.2,13.8,4.2,1.8,3.6,1.2,15.0,45.2,129.2,1.6,0.0,0.0,0.2,0.0,0.3788107757221681,0.125
Dan Stittgen,28.5,43.0,0.5,8.0,6.0,14.5,23.0,5.5,0.0,61.5,76.0,0.5,0.0,0.0,0.0,6.5,0.4243924392439244,1.0
Daniel Barez,39.333333333333336,43.333333333333336,0.3333333333333333,21.0,11.0,7.333333333333333,37.0,0.3333333333333333,2.0,79.66666666666667,84.0,1.6666666666666667,0.6666666666666666,0.0,0.0,32.666666666666664,0.5110353781239857,0.2
Daniel Cormier,72.4,106.4,1.6,59.6,4.8,8.0,56.2,7.4,8.8,113.8,150.0,2.4,0.2,0.4,0.0,130.8,0.6444498518340069,0.625
Daniel Frunza,24.5,59.0,0.0,17.5,2.5,4.5,21.5,3.0,0.0,70.5,113.0,0.0,0.0,0.0,0.0,0.0,0.3087606837606838,0.0
Daniel Jolly,3.0,5.0,0.0,0.5,2.0,0.5,2.5,0.5,0.0,8.5,12.0,1.0,0.0,0.0,0.0,18.5,0.21428571428571427,0.0
Daniel Kelly,32.4,47.4,1.2,27.6,2.2,2.6,24.4,7.0,1.0,89.4,107.4,3.8,0.0,0.2,0.0,94.6,0.3160116689162712,0.42857142857142855
Daniel Lacerda,16.4,19.6,0.8,10.0,3.6,2.8,13.4,1.2,1.8,39.8,43.6,1.2,0.6,0.4,0.0,38.2,0.417364073834662,0.75
Daniel Marcos,61.8,69.2,1.6,40.2,11.0,10.6,51.6,8.2,2.0,104.6,114.8,3.0,0.2,0.2,0.0,175.2,0.5813417313547292,0.5595238095238095
Daniel Omielanczuk,44.4,74.6,0.2,22.4,13.0,9.0,28.8,12.2,3.4,85.4,116.8,1.4,0.0,0.0,0.4,78.0,0.5413497074787397,0.2
Daniel Pineda,25.8,53.6,1.0,14.8,4.0,7.0,19.0,1.4,5.4,51.4,82.4,5.2,0.2,1.0,0.8,197.8,0.5010652874767627,0.23484848484848483
Daniel Roberts,7.4,24.2,0.8,3.0,3.0,1.4,6.2,1.2,0.0,35.8,55.0,3.0,0.0,1.6,0.2,91.0,0.22558614381399195,0.37857142857142856
Daniel Rodriguez,80.0,89.2,0.2,43.2,25.4,11.4,73.8,2.6,3.6,172.4,183.4,0.4,0.6,0.0,0.0,55.6,0.4304426779488935,0.5
Daniel Santos,57.0,80.2,2.4,36.8,12.8,7.4,41.8,4.8,10.4,140.0,168.0,6.0,0.4,0.0,0.2,238.8,0.44059280549237323,0.41666666666666663
Daniel Sarafian,11.2,15.4,0.2,6.0,2.0,3.2,10.8,0.4,0.0,20.6,24.8,1.6,0.0,0.4,0.0,40.8,0.6594751866490997,0.3333333333333333
Daniel Spitz,26.25,32.0,0.5,14.75,6.0,5.5,23.25,2.0,1.0,73.0,79.0,0.75,0.0,0.0,0.0,16.25,0.4773478835978836,0.75
Daniel Spohn,24.0,52.0,0.0,20.0,1.0,3.0,17.0,6.0,1.0,51.0,80.0,1.0,0.0,2.0,0.0,64.0,0.47058823529411764,0.0
Daniel Teymur,33.0,39.8,0.4,17.4,4.0,11.6,22.8,5.4,4.8,70.6,78.6,2.2,0.0,0.2,0.0,119.0,0.445608275659534,0.2916666666666667
Daniel Zellhuber,81.4,82.6,0.0,54.8,20.6,6.0,73.6,3.2,4.6,214.0,217.6,0.4,0.4,0.2,0.0,29.8,0.37059902738538375,0.0
Danielle Taylor,41.2,47.4,0.2,26.0,6.4,8.8,39.0,2.0,0.2,139.8,146.6,1.0,0.0,0.2,0.0,0.2,0.28187397649377566,0.25
Daniil Donchenko,39.0,42.0,1.0,29.0,8.0,2.0,23.0,6.0,10.0,68.0,71.0,3.0,1.0,0.0,0.0,63.0,0.5735294117647058,0.3333333333333333
Danillo Villefort,43.0,46.0,1.0,18.0,12.0,13.0,30.0,4.0,9.0,114.0,118.0,2.0,0.0,1.0,0.0,62.0,0.37719298245614036,0.5
Danilo Belluardo,6.5,28.0,1.0,4.5,0.0,2.0,4.0,0.0,2.5,10.5,34.5,1.0,0.0,0.0,0.0,131.0,0.325,1.0
Danilo Marques,13.75,27.5,2.5,10.0,3.0,0.75,6.75,0.0,7.0,17.25,36.5,8.75,0.0,0.5,0.0,339.25,0.7609427609427609,0.32936507936507936
Danny Abbadi,29.5,42.5,0.0,25.5,4.0,0.0,21.0,7.0,1.5,77.5,92.5,0.0,0.0,0.0,0.0,55.0,0.35844748858447484,0.0
Danny Barlow,62.5,67.25,0.0,42.0,8.5,12.0,60.25,0.5,1.75,121.25,127.25,0.5,0.25,0.0,0.0,22.25,0.5080301593459489,0.0
Danny Castillo,30.4,36.4,0.8,20.8,4.0,5.6,26.8,2.8,0.8,81.0,87.6,5.0,0.2,0.2,0.4,195.8,0.4368563558792184,0.11666666666666665
Danny Chavez,33.0,37.5,1.5,18.25,5.0,9.75,27.25,2.75,3.0,85.5,90.0,2.5,0.0,0.0,0.0,42.5,0.37416197371949583,0.7333333333333334
Danny Downes,19.0,35.0,0.0,6.5,9.0,3.5,11.0,8.0,0.0,57.5,75.0,0.0,0.0,0.5,0.0,29.5,0.29292929292929293,0.0
Danny Henry,26.25,41.25,0.25,18.5,5.5,2.25,15.25,1.5,9.5,50.5,67.75,0.75,0.5,0.75,0.0,91.5,0.47022783251231526,0.3333333333333333
Danny Martinez,48.25,58.25,3.5,31.75,15.25,1.25,35.75,9.5,3.0,152.0,163.75,7.0,0.25,0.0,0.25,249.5,0.31627824406714566,0.36904761904761907
Danny Mitchell,38.0,76.5,0.0,18.0,9.0,11.0,27.0,7.5,3.5,77.0,124.5,4.5,0.0,3.0,0.0,199.0,0.5063725490196078,0.0
Danny Roberts,31.2,35.4,0.4,14.2,12.0,5.0,21.4,9.6,0.2,87.8,93.0,2.8,0.2,0.0,0.0,71.0,0.3511372939311582,0.11458333333333333
Danny Silva,65.33333333333333,71.33333333333333,2.0,41.333333333333336,12.333333333333334,11.666666666666666,64.33333333333333,0.6666666666666666,0.3333333333333333,136.0,142.66666666666666,7.0,0.0,0.3333333333333333,0.0,133.0,0.4799442003220087,0.2962962962962963
Dante Rivera,34.0,64.0,0.0,11.0,19.0,4.0,9.0,24.0,1.0,64.0,95.0,5.0,0.0,0.0,0.0,150.0,0.53125,0.0
Danyelle Wolf,20.0,44.0,0.0,12.0,7.0,1.0,18.0,2.0,0.0,95.0,120.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0
Daria Zhelezniakova,53.666666666666664,62.666666666666664,0.3333333333333333,35.666666666666664,18.0,0.0,51.0,2.3333333333333335,0.3333333333333333,128.33333333333334,140.0,0.3333333333333333,0.0,0.0,0.0,13.333333333333334,0.4135376183358246,1.0
Darian Weeks,67.33333333333333,78.0,2.0,31.0,18.333333333333332,18.0,58.333333333333336,8.0,1.0,131.33333333333334,143.0,6.666666666666667,0.0,0.0,0.0,159.66666666666666,0.4971604094411111,0.3148148148148148
Darko Stosic,31.5,38.5,2.75,18.0,3.25,10.25,21.5,5.25,4.75,69.25,79.25,5.5,0.0,0.0,0.0,147.5,0.4783860055781698,0.4666666666666666
Daron Cruickshank,24.0,31.0,2.2,14.0,5.6,4.4,17.8,3.8,2.4,56.4,64.0,5.6,0.0,0.0,0.0,80.2,0.41209198951807713,0.38541666666666663
Darrel Gholar,4.0,30.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,26.0,59.0,1.0,0.0,0.0,0.0,0.0,0.15384615384615385,1.0
Darrell Horcher,22.25,38.25,0.25,17.0,3.25,2.0,9.75,6.25,6.25,49.75,67.5,0.5,0.0,0.5,0.25,148.0,0.3958808004860636,0.5
Darrell Montague,13.333333333333334,16.333333333333332,0.3333333333333333,7.666666666666667,2.3333333333333335,3.3333333333333335,13.0,0.3333333333333333,0.0,51.666666666666664,54.666666666666664,1.3333333333333333,0.0,0.6666666666666666,0.0,19.0,0.2751938751938752,0.16666666666666666
Darren Elkins,39.0,89.4,3.2,32.4,6.2,0.4,27.6,8.0,3.4,99.2,164.6,8.4,0.0,0.6,0.4,290.0,0.39757910390229,0.38357142857142856
Darren Stewart,27.2,43.4,1.4,12.2,4.2,10.8,18.4,5.2,3.6,56.2,75.8,3.0,0.0,0.2,0.0,89.2,0.46637000023569897,0.46875
Darren Till,31.8,39.0,0.6,21.0,5.2,5.6,26.6,3.6,1.6,65.8,73.6,0.8,0.2,0.0,0.2,31.4,0.49196538800009815,0.8333333333333334
Darren Uyenoyama,16.5,40.25,1.0,8.5,4.25,3.75,11.25,2.0,3.25,41.25,70.0,3.75,0.0,0.75,0.5,141.5,0.44856152418386286,0.2888888888888889
Darrick Minner,22.0,42.2,1.4,13.2,6.0,2.8,10.0,5.0,7.0,32.4,55.0,1.6,0.2,1.4,0.6,268.0,0.7505975723622782,0.9333333333333332
Darrill Schoonover,16.0,27.0,0.0,13.0,2.0,1.0,6.0,7.0,3.0,48.0,59.0,3.0,0.0,1.0,1.0,126.0,0.3333333333333333,0.0
Darrius Flowers,31.0,39.666666666666664,0.6666666666666666,14.333333333333334,6.666666666666667,10.0,27.0,3.0,1.0,62.666666666666664,73.33333333333333,2.3333333333333335,0.0,0.0,0.3333333333333333,44.666666666666664,0.4927083333333333,0.27777777777777773
Dashon Johnson,9.0,17.5,0.5,6.0,2.0,1.0,4.0,3.5,1.5,13.0,21.5,1.5,0.0,0.5,0.5,38.5,0.6848484848484848,0.25
Dave Beneteau,6.0,17.6,1.0,5.2,0.4,0.4,0.2,2.4,3.4,13.2,25.2,1.0,0.0,0.0,0.0,0.0,0.43402930402930406,1.0
Dave Galera,25.0,89.0,0.0,15.0,6.0,4.0,8.0,5.0,12.0,36.0,109.0,0.0,0.0,2.0,1.0,5.0,0.6944444444444444,0.0
Dave Herman,25.0,26.2,0.6,10.4,6.8,7.8,19.0,2.8,3.2,42.6,43.8,0.6,0.2,0.0,0.0,22.6,0.6086711711711711,1.0
Dave Menne,21.2,46.6,0.4,9.4,4.8,7.0,10.0,7.8,3.4,48.2,74.8,0.8,0.0,2.2,0.6,100.6,0.33998573975044566,0.6666666666666666
Dave Strasser,31.0,59.0,0.5,23.5,6.5,1.0,11.5,7.5,12.0,68.0,98.0,1.5,0.0,0.0,0.0,148.0,0.33090909090909093,0.25
Davey Grant,71.4,74.4,0.0,23.0,23.0,25.4,70.0,1.0,0.4,159.8,163.6,0.4,0.2,0.2,0.0,15.4,0.4314677187345504,0.0
Davi Ramos,22.6,33.8,1.0,15.4,4.0,3.2,16.0,2.2,4.4,58.4,71.2,3.0,0.0,0.4,0.0,104.6,0.4587419167268691,0.48571428571428577
David Abbott,7.8,12.8,0.2,7.8,0.0,0.0,2.2,2.6,3.0,19.0,25.4,0.4,0.0,0.0,0.2,24.6,0.4109775641025641,0.5
David Baron,7.0,22.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,16.0,31.0,1.0,0.0,1.0,1.0,55.0,0.4375,0.0
David Bielkheden,13.666666666666666,34.0,2.3333333333333335,10.666666666666666,2.0,1.0,0.3333333333333333,6.666666666666667,6.666666666666667,19.666666666666668,40.333333333333336,3.6666666666666665,0.0,0.0,0.0,205.66666666666666,0.8264150943396227,0.6363636363636364
David Branch,16.0,32.6,1.2,8.6,4.6,2.8,10.0,4.0,2.0,44.8,62.4,4.0,0.2,0.0,0.0,114.8,0.33322014051522253,0.27142857142857146
David Dodd,5.0,14.0,0.0,2.5,2.5,0.0,1.5,2.5,1.0,15.5,27.5,3.5,0.0,0.0,0.0,49.5,0.3225806451612903,0.0
David Dvorak,40.4,49.8,0.6,20.4,6.8,13.2,36.0,3.2,1.2,98.4,109.6,1.8,0.0,0.2,0.0,78.2,0.39154071222410974,0.24999999999999997
David Heath,13.6,25.4,0.2,8.2,2.4,3.0,10.2,1.6,1.8,45.2,57.8,0.4,0.0,0.6,0.0,57.8,0.3557014747758086,0.5
David Hood,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
David Kaplan,31.0,56.0,3.5,7.5,4.0,19.5,28.0,2.5,0.5,67.0,95.0,8.0,0.0,0.5,0.5,187.5,0.44499178981937604,0.6785714285714286
David Lee,6.5,12.5,0.0,2.0,3.5,1.0,3.0,3.5,0.0,13.0,19.5,2.0,0.0,0.0,0.0,11.5,0.5,0.0
David Levicki,4.0,95.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,5.0,102.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
David Loiseau,15.6,19.4,0.4,10.0,3.4,2.2,7.2,5.2,3.2,40.0,44.0,0.4,0.2,0.0,0.4,60.0,0.35568627450980395,1.0
David Martinez,44.5,71.5,0.0,27.0,5.5,12.0,38.0,2.5,4.0,98.0,126.0,1.5,0.5,0.0,0.0,37.5,0.5292682926829269,0.0
David Michaud,45.0,71.33333333333333,2.3333333333333335,33.0,9.333333333333334,2.6666666666666665,29.333333333333332,7.0,8.666666666666666,104.33333333333333,137.66666666666666,4.0,0.0,0.6666666666666666,0.0,220.66666666666666,0.40525535070989616,0.6875
David Mitchell,23.6,70.8,0.6,15.8,5.6,2.2,13.8,5.6,4.2,72.6,124.2,1.2,0.0,1.8,0.2,92.0,0.38097674861825803,0.38888888888888884
David Onama,56.6,68.8,0.8,43.6,5.6,7.4,44.2,3.2,9.2,104.8,123.6,1.6,0.4,0.4,1.2,189.2,0.4647202400966364,0.3333333333333333
David Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Terrell,6.333333333333333,10.0,1.0,4.666666666666667,0.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,3.0,10.0,14.333333333333334,2.0,0.3333333333333333,1.0,0.0,34.333333333333336,0.6243386243386243,0.625
David Teymur,52.2,59.0,0.6,23.8,11.6,16.8,47.2,4.2,0.8,126.0,134.6,2.2,0.4,0.0,0.0,28.4,0.42467927195633337,0.20634920634920637
David Velasquez,20.0,44.0,0.0,7.0,8.0,5.0,6.0,12.0,2.0,37.0,64.0,0.0,0.0,0.0,0.0,0.0,0.5405405405405406,0.0
David Zawada,47.6,73.4,0.8,27.2,15.4,5.0,38.0,8.4,1.2,115.6,143.6,2.4,0.2,1.4,0.2,75.0,0.3799318839311235,0.475
DeAnna Bennett,47.0,82.0,0.0,25.0,16.0,6.0,27.0,19.0,1.0,81.0,117.0,11.0,0.0,1.0,0.0,591.0,0.5802469135802469,0.0
Dean Barry,36.0,39.0,0.0,25.0,10.0,1.0,26.0,8.0,2.0,90.0,93.0,0.0,1.0,0.0,0.0,15.0,0.4,0.0
Dean Lister,17.0,29.6,1.6,10.4,2.2,4.4,13.0,0.8,3.2,50.8,65.4,10.6,0.0,0.6,0.2,112.4,0.3257795252323296,0.14882352941176472
Deiveson Figueiredo,28.0,32.8,1.8,11.6,10.0,6.4,25.0,1.8,1.2,56.0,61.0,7.4,0.2,0.4,0.2,144.4,0.5662278130346385,0.2785714285714286
Delson Heleno,3.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,67.0,0.75,0.0
Demetrious Johnson,60.4,109.8,3.0,30.8,16.4,13.2,36.4,8.8,15.2,98.4,153.0,3.8,0.2,1.2,0.2,450.8,0.6188736974148072,0.6785714285714286
Demian Maia,19.4,38.6,1.6,14.4,5.0,0.0,15.0,3.6,0.8,39.0,58.8,7.2,0.0,0.6,0.6,184.2,0.35664575140294286,0.47023809523809523
Denis Kang,22.666666666666668,61.333333333333336,2.6666666666666665,16.666666666666668,5.0,1.0,10.333333333333334,2.0,10.333333333333334,57.666666666666664,100.33333333333333,4.0,0.3333333333333333,0.6666666666666666,0.0,350.3333333333333,0.38573250648722346,0.4777777777777778
Denis Stojnic,11.5,22.0,0.0,9.5,1.0,1.0,2.0,1.5,8.0,49.5,63.0,0.0,0.0,0.5,0.0,145.5,0.22307692307692306,0.0
Denis Tiuliulin,27.8,63.6,0.6,17.6,8.4,1.8,22.4,4.2,1.2,66.2,107.0,1.2,0.4,0.0,0.0,41.2,0.3793461162230299,0.3
Denise Gomes,53.2,96.6,1.4,23.0,20.0,10.2,35.4,15.0,2.8,109.0,161.6,4.0,0.2,0.4,0.8,207.0,0.5184032627682513,0.32666666666666666
Dennis Bermudez,59.4,79.4,2.6,34.6,12.2,12.6,41.6,9.6,8.2,125.2,147.6,8.6,0.0,0.4,0.0,134.0,0.4859619986907619,0.24834054834054836
Dennis Buzukja,48.5,52.25,0.0,28.5,11.0,9.0,44.25,2.0,2.25,117.25,121.5,0.5,0.25,0.0,0.25,41.25,0.4146870328162145,0.0
