fighter,sig_str_landed,total_str_landed,td_landed,head_landed,body_landed,leg_landed,distance_landed,clinch_landed,ground_landed,sig_str_attempts,total_str_attempts,td_attempts,kd,sub_att,rev,ctrl_seconds,sig_str_acc,td_acc
AJ Cunningham,26.0,27.5,0.0,13.0,5.5,7.5,25.0,1.0,0.0,63.5,66.0,0.0,0.0,0.5,0.0,13.0,0.39384615384615385,0.0
AJ Dobson,48.0,62.5,1.25,26.25,7.25,14.5,41.75,4.5,1.75,107.75,127.0,1.5,0.0,0.0,0.25,106.0,0.4410282953761214,0.8333333333333333
AJ Fletcher,38.25,60.5,1.0,26.75,4.25,7.25,32.75,3.0,2.5,78.25,104.25,3.0,0.0,0.75,0.75,153.0,0.47846844193478494,0.2222222222222222
Aalon Cruz,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.5,7.5,1.5,0.0,0.0,0.0,8.0,0.08333333333333333,0.0
Aaron Brink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Aaron Phillips,19.75,106.25,0.75,9.0,9.5,1.25,11.0,5.5,3.25,37.0,134.0,1.5,0.0,0.5,0.25,108.5,0.49740028490028493,0.3
Aaron Pico,13.0,13.0,2.0,7.0,5.0,1.0,7.0,3.0,3.0,29.0,30.0,3.0,0.0,0.0,0.0,121.0,0.4482758620689655,0.6666666666666666
Aaron Riley,29.6,66.8,1.0,12.8,9.6,7.2,17.0,10.0,2.6,104.0,143.6,3.0,0.0,0.0,0.0,157.8,0.2866551593104598,0.25833333333333336
Aaron Rosa,44.0,135.66666666666666,0.0,27.0,14.0,3.0,26.666666666666668,17.333333333333332,0.0,96.66666666666667,199.33333333333334,0.3333333333333333,0.0,0.0,0.0,20.333333333333332,0.33459360833662505,0.0
Aaron Simpson,46.4,82.4,1.8,27.6,9.8,9.0,18.0,18.0,10.4,80.8,122.4,7.0,0.8,0.6,0.0,302.0,0.6085281385281386,0.3904761904761905
Aaron Wilkinson,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,64.0,0.0,1.0
Abdul Rakhman Yakhyaev,6.0,11.0,1.0,6.0,0.0,0.0,3.0,0.0,3.0,10.0,16.0,1.0,1.0,1.0,0.0,24.0,0.6,1.0
Abdul Razak Alhassan,22.8,27.8,0.6,18.6,2.6,1.6,10.2,4.2,8.4,42.6,48.4,1.6,0.4,0.2,0.0,105.8,0.5542359767891682,0.25
Abdul-Kareem Al-Selwady,38.0,50.0,3.0,15.0,8.0,15.0,34.0,4.0,0.0,68.0,84.0,7.0,0.0,0.0,0.0,164.0,0.5588235294117647,0.42857142857142855
Abdul-Kerim Edilov,77.0,150.0,2.0,59.0,16.0,2.0,9.0,6.0,62.0,125.0,210.0,2.0,0.0,1.0,0.0,333.0,0.616,1.0
Abel Trujillo,15.8,22.0,1.0,12.6,2.4,0.8,13.4,1.2,1.2,43.0,49.4,3.2,0.0,0.2,0.0,99.4,0.3632877539127539,0.3416666666666667
Abner Lloveras,94.0,99.0,2.0,55.0,33.0,6.0,76.0,18.0,0.0,189.0,194.0,10.0,0.0,0.0,0.0,173.0,0.4973544973544973,0.2
Abu Azaitar,65.66666666666667,121.33333333333333,1.0,33.0,24.0,8.666666666666666,47.666666666666664,11.333333333333334,6.666666666666667,151.0,213.33333333333334,2.6666666666666665,0.0,0.0,0.3333333333333333,117.0,0.4183143792538985,0.5
Abubakar Nurmagomedov,33.25,61.5,1.0,22.5,5.0,5.75,29.75,3.25,0.25,62.5,94.5,4.5,0.0,0.0,0.0,304.75,0.5196241017136539,0.39375
Abus Magomedov,35.0,56.6,2.4,20.6,10.6,3.8,29.6,1.0,4.4,71.2,104.0,4.0,0.0,0.4,0.0,229.8,0.5589148743846111,0.6517857142857143
Adam Cella,2.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Adam Fugitt,37.6,43.0,1.0,16.8,14.4,6.4,34.2,2.2,1.2,81.2,88.6,4.0,0.0,0.0,0.0,70.0,0.486585262033136,0.17410714285714285
Adam Milstead,31.75,39.0,0.0,26.25,3.25,2.25,25.25,5.5,1.0,67.75,75.75,0.0,0.0,0.0,0.0,5.0,0.6030701754385965,0.0
Adam Wieczorek,20.666666666666668,39.333333333333336,0.3333333333333333,9.333333333333334,7.0,4.333333333333333,14.333333333333334,4.0,2.3333333333333335,53.333333333333336,74.0,1.0,0.0,0.3333333333333333,0.0,88.33333333333333,0.3692657569850552,0.25
Adam Yandiev,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0
Adlan Amagov,26.5,40.0,3.0,11.0,4.0,11.5,14.5,7.5,4.5,62.5,76.0,5.5,0.5,0.0,0.0,137.0,0.48038073038073037,0.3
Adrian Serrano,6.0,55.0,0.0,2.0,4.0,0.0,3.0,3.0,0.0,23.0,79.0,2.0,0.0,0.0,1.0,187.0,0.2608695652173913,0.0
Adrian Yanez,39.0,40.4,0.0,28.6,5.2,5.2,33.0,0.8,5.2,86.4,88.4,0.2,0.4,0.0,0.0,21.2,0.46753598647408284,0.0
Adriano Martins,14.8,16.0,0.6,6.6,1.6,6.6,14.6,0.0,0.2,36.6,38.2,0.8,0.4,0.2,0.0,26.4,0.40902569774611425,0.75
Adriano Santos,11.0,21.0,2.0,8.0,2.0,1.0,4.0,0.0,7.0,36.0,47.0,3.0,0.0,0.0,1.0,0.0,0.3055555555555556,0.6666666666666666
Aiemann Zahabi,73.8,76.4,0.0,56.0,12.2,5.6,66.2,2.2,5.4,147.8,150.6,0.2,0.2,0.0,0.0,34.8,0.5231085740757777,0.0
Ailin Perez,42.6,84.2,4.4,26.0,7.6,9.0,21.4,5.6,15.6,76.6,128.6,9.2,0.2,0.2,0.4,365.4,0.5757051550821558,0.4424242424242424
Aisling Daly,34.0,89.33333333333333,1.6666666666666667,23.666666666666668,8.333333333333334,2.0,5.333333333333333,9.333333333333334,19.333333333333332,65.33333333333333,125.33333333333333,4.0,0.0,0.6666666666666666,0.0,422.6666666666667,0.5308913308913309,0.43333333333333335
Akbarh Arreola,24.25,39.25,0.75,12.75,6.5,5.0,17.5,1.0,5.75,53.5,70.25,0.75,0.5,0.25,0.0,43.5,0.4610379867646824,1.0
Akihiro Gono,30.0,38.333333333333336,1.3333333333333333,11.0,8.666666666666666,10.333333333333334,24.666666666666668,3.0,2.3333333333333335,57.0,65.66666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,113.66666666666667,0.49566694987255727,0.875
Akira Corassani,18.8,20.8,0.4,10.2,3.2,5.4,16.0,2.8,0.0,42.8,45.0,1.4,0.0,0.0,0.0,58.4,0.4247333777017922,0.16666666666666666
Al Iaquinta,57.8,58.8,0.0,36.8,12.6,8.4,57.6,0.0,0.2,147.6,148.6,3.2,0.0,0.0,0.0,7.2,0.3667017083256061,0.0
Alan Baudot,41.75,48.75,0.0,30.75,7.25,3.75,28.0,8.75,5.0,71.25,78.25,0.0,0.25,0.0,0.0,41.25,0.5191731710656944,0.0
Alan Belcher,21.4,33.8,0.2,13.4,4.4,3.6,11.4,0.8,9.2,61.0,74.2,0.8,0.0,0.8,0.2,132.8,0.42371939877822234,0.5
Alan Jouban,58.4,58.8,0.2,37.4,11.0,10.0,50.2,7.0,1.2,122.8,123.2,0.6,0.4,0.4,0.2,11.4,0.47429028603188145,0.25
Alan Omer,46.5,77.0,1.5,30.0,7.5,9.0,23.0,15.5,8.0,83.5,118.5,3.5,0.0,0.0,0.0,193.5,0.5522802280228023,0.41666666666666663
Alan Patrick,20.8,40.0,2.0,11.2,6.8,2.8,15.0,2.2,3.6,51.0,75.6,6.8,0.0,0.0,0.0,175.8,0.4162790907794787,0.15333333333333332
Alatengheili,35.0,55.2,1.4,22.4,7.6,5.0,32.8,0.2,2.0,106.0,134.6,2.2,0.2,0.0,0.0,129.8,0.36306184585770895,0.5625
Albert Cheng,5.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,6.0,0.4166666666666667,0.0
Albert Duraev,39.25,68.0,1.5,24.0,4.5,10.75,28.75,0.25,10.25,97.5,141.75,5.75,0.0,0.25,0.0,189.25,0.3688984795692113,0.375
Albert Morales,39.8,59.8,0.6,25.6,4.2,10.0,34.6,1.6,3.6,114.6,144.2,1.4,0.0,0.0,0.2,144.0,0.33135103482929573,0.4583333333333333
Albert Tumenov,47.4,48.0,0.0,37.2,8.2,2.0,44.8,2.6,0.0,112.0,113.0,0.8,0.2,0.0,0.0,5.2,0.4469041621584496,0.0
Alberta Cerra Leon,1.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Alberto Crane,4.0,13.0,0.0,1.5,1.5,1.0,4.0,0.0,0.0,16.0,26.0,5.5,0.5,2.5,1.0,134.5,0.41025641025641024,0.0
Alberto Mina,32.75,41.25,1.25,23.25,3.25,6.25,24.0,3.5,5.25,84.0,96.5,6.0,0.75,0.0,0.25,62.5,0.3889054438447587,0.3333333333333333
Alberto Uda,9.5,24.5,1.0,7.5,2.0,0.0,2.0,5.5,2.0,18.0,33.5,2.0,0.0,0.0,0.5,148.0,0.5,0.5
Alden Coria,42.0,77.0,2.0,34.0,1.0,7.0,29.0,0.0,13.0,95.0,131.0,2.0,0.0,0.0,1.0,198.0,0.4421052631578947,1.0
Alejandro Perez,34.0,38.2,0.4,20.4,6.0,7.6,30.8,1.6,1.6,110.0,114.6,1.2,0.2,0.4,0.0,21.6,0.2864562599561028,0.375
Aleksa Camur,66.75,92.5,0.5,37.5,21.5,7.75,51.25,15.25,0.25,119.75,146.75,2.25,0.0,0.0,0.0,96.75,0.5601760851760852,0.1875
Aleksandar Rakic,36.6,48.2,0.2,13.2,5.6,17.8,32.0,2.6,2.0,82.8,95.6,1.8,0.0,0.0,0.0,104.2,0.47002002568754325,0.0625
Aleksandra Albu,47.75,60.25,1.5,34.5,11.25,2.0,28.0,15.5,4.25,101.25,118.0,3.0,0.0,0.25,0.0,95.0,0.4861176919313405,0.3194444444444444
Aleksandre Topuria,44.0,60.0,1.5,31.5,10.0,2.5,39.5,3.0,1.5,80.0,99.5,4.5,0.0,0.0,0.0,221.0,0.5496171276761994,0.39285714285714285
Aleksei Kunchenko,55.0,102.25,0.25,31.25,8.5,15.25,43.0,9.5,2.5,124.0,174.25,0.75,0.0,0.0,0.0,32.25,0.4538585298460469,0.25
Aleksei Oleinik,20.4,36.6,0.4,9.8,4.8,5.8,18.6,1.0,0.8,45.8,63.0,0.8,0.0,0.8,0.4,84.4,0.4169146005509642,0.5
Alen Amedovski,5.0,5.0,0.0,3.25,0.5,1.25,4.25,0.0,0.75,16.5,16.5,0.0,0.0,0.0,0.25,3.25,0.25660650623885917,0.0
Alessandro Costa,38.8,52.4,0.4,22.6,7.0,9.2,28.4,4.2,6.2,80.2,98.2,2.4,0.4,0.4,0.0,50.2,0.45191856002956116,0.13888888888888887
Alessio Di Chirico,28.2,29.2,0.0,19.8,4.6,3.8,26.0,1.6,0.6,84.2,85.4,1.6,0.2,0.0,0.0,21.2,0.39748532571788947,0.0
Alessio Sakara,18.2,22.4,0.2,11.8,5.0,1.4,9.8,4.6,3.8,35.0,39.4,0.2,0.4,0.0,0.2,12.8,0.5550361291783455,1.0
Alex Andrade,12.0,30.0,0.0,8.0,3.0,1.0,6.0,6.0,0.0,27.0,45.0,1.0,1.0,0.0,0.0,93.0,0.4444444444444444,0.0
Alex Caceres,57.2,64.0,0.4,30.4,19.2,7.6,52.6,3.2,1.4,126.4,133.8,1.0,0.2,0.0,0.2,60.8,0.48058921656582215,0.41666666666666663
Alex Chambers,27.0,42.8,1.4,15.6,5.8,5.6,17.6,6.4,3.0,50.0,68.2,3.4,0.0,0.6,0.0,124.4,0.585853836882531,0.4928571428571429
Alex Da Silva,28.5,55.5,1.75,18.0,6.25,4.25,21.75,2.25,4.5,61.5,95.5,4.0,0.25,0.25,0.25,415.75,0.44990481010217853,0.47222222222222215
Alex Garcia,18.0,26.4,2.0,13.6,2.8,1.6,13.6,3.0,1.4,63.6,72.6,5.0,0.2,0.2,0.0,147.0,0.3196765708389367,0.37857142857142856
Alex Gorgees,10.0,22.0,0.0,5.0,3.0,2.0,5.0,5.0,0.0,31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.0
Alex Hunter,9.0,18.0,1.0,6.0,2.0,1.0,2.5,1.5,5.0,15.0,27.5,3.0,0.0,0.0,0.5,0.0,0.5972222222222223,0.6
Alex Karalexis,14.0,24.666666666666668,0.3333333333333333,11.666666666666666,1.6666666666666667,0.6666666666666666,3.6666666666666665,7.333333333333333,3.0,46.0,57.0,1.6666666666666667,0.0,1.0,0.0,87.0,0.3575757575757576,0.2
Alex Morono,57.6,67.8,0.4,43.8,9.0,4.8,55.0,2.0,0.6,168.8,181.4,1.0,0.0,0.2,0.0,17.8,0.3438649442548336,0.375
Alex Nicholson,29.25,30.25,0.0,16.75,5.75,6.75,27.25,1.25,0.75,67.0,68.0,0.0,0.25,0.25,0.0,0.25,0.3987300255089629,0.0
Alex Oliveira,29.4,35.4,0.6,12.0,8.8,8.6,24.8,2.8,1.8,55.8,62.2,1.4,0.2,0.2,0.0,73.2,0.5249668342410277,0.38888888888888884
Alex Pereira,58.6,65.4,0.0,31.4,10.2,17.0,46.2,3.6,8.8,94.2,101.2,0.2,0.8,0.0,0.0,5.8,0.6689244500324024,0.0
Alex Perez,29.8,42.8,0.8,15.6,7.2,7.0,24.0,3.0,2.8,69.4,84.6,1.4,0.2,0.0,0.0,77.6,0.4788220590898728,0.5333333333333333
Alex Reyes,29.666666666666668,36.666666666666664,0.6666666666666666,13.0,9.0,7.666666666666667,22.333333333333332,7.0,0.3333333333333333,63.666666666666664,71.0,2.3333333333333335,0.0,0.0,0.0,91.66666666666667,0.44093888567572775,0.2
Alex Ricci,24.5,52.0,0.0,9.5,9.5,5.5,17.0,7.5,0.0,59.5,88.5,1.0,0.0,0.0,0.0,44.0,0.4112994350282486,0.0
Alex Schoenauer,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Alex Soto,23.5,26.0,1.5,9.5,10.5,3.5,20.5,2.0,1.0,93.0,96.5,5.0,0.0,0.0,0.0,27.0,0.4901685393258427,0.3
Alex Stiebling,4.0,38.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,7.0,42.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.0
Alex Torres,37.0,40.0,2.0,22.0,8.0,7.0,26.0,11.0,0.0,99.0,102.0,9.0,0.0,0.0,0.0,195.0,0.37373737373737376,0.2222222222222222
Alex White,44.4,60.0,0.6,31.8,11.6,1.0,24.8,16.2,3.4,94.2,112.2,3.0,0.6,0.6,0.0,67.6,0.4609669446283773,0.5555555555555555
Alexa Grasso,71.8,168.8,0.4,44.4,13.0,14.4,60.6,10.2,1.0,186.8,292.6,2.0,0.2,0.8,0.2,66.0,0.3470924752524493,0.1875
Alexander Gustafsson,41.4,44.8,0.4,25.6,5.2,10.6,35.0,2.0,4.4,97.8,101.4,1.2,0.4,0.0,0.0,45.4,0.47425347958582326,0.3333333333333333
Alexander Hernandez,43.4,56.4,0.8,26.6,9.0,7.8,37.0,0.6,5.8,110.6,127.2,1.4,0.6,0.0,0.0,119.0,0.399682513865971,0.4
Alexander Munoz,53.666666666666664,58.333333333333336,2.6666666666666665,36.333333333333336,9.666666666666666,7.666666666666667,45.666666666666664,3.0,5.0,141.33333333333334,146.33333333333334,8.0,0.3333333333333333,0.0,0.0,143.0,0.3755712073019765,0.3326719576719577
Alexander Volkanovski,69.0,107.2,1.6,48.4,9.0,11.6,54.4,4.2,10.4,122.4,168.8,5.4,0.2,0.0,0.0,147.0,0.5771760947596769,0.22474747474747478
Alexander Volkov,50.2,89.0,0.6,29.2,12.2,8.8,39.2,3.0,8.0,83.0,125.8,1.0,0.2,0.4,0.2,133.4,0.6821093785005558,0.375
Alexander Yakovlev,12.2,20.0,1.2,5.4,4.0,2.8,7.6,1.8,2.8,25.0,33.8,2.6,0.0,0.2,0.0,126.2,0.6234726188293032,0.59375
Alexandr Romanov,34.2,57.4,2.0,22.6,4.2,7.4,27.0,3.4,3.8,67.2,95.4,4.8,0.0,0.2,0.2,193.2,0.499124788255223,0.39999999999999997
Alexandre Barros,8.0,13.0,1.0,1.0,1.0,6.0,4.0,3.0,1.0,20.0,25.0,2.0,0.0,0.0,0.0,136.0,0.4,0.5
Alexandre Dantas,7.5,12.5,1.0,7.0,0.0,0.5,0.5,0.5,6.5,23.5,29.5,7.5,0.0,0.5,0.5,250.5,0.2877906976744186,0.125
Alexandre Ferreira,6.0,9.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.6,0.0
Alexandre Pantoja,84.6,106.6,5.8,54.6,18.0,12.0,68.8,6.8,9.0,160.0,188.0,11.4,0.2,0.8,0.0,511.6,0.5528644797268413,0.5038277511961722
Alexia Thainara,27.5,63.5,3.0,18.0,4.0,5.5,14.5,4.5,8.5,64.0,117.0,6.0,0.0,1.5,0.0,403.0,0.4675122385402759,0.7272727272727273
Alexis Davis,81.2,137.4,1.2,41.4,14.6,25.2,63.0,7.0,11.2,142.6,213.8,2.2,0.0,0.0,0.2,325.2,0.5822210985697657,0.7
Alexis Dufresne,20.0,49.0,1.5,6.0,4.0,10.0,15.5,1.0,3.5,72.0,104.0,3.0,0.0,0.0,0.5,334.5,0.33497536945812806,0.5
Alfonso Alcarez,34.0,69.0,1.0,21.0,6.0,7.0,9.0,21.0,4.0,62.0,101.0,2.0,0.0,0.0,0.0,126.0,0.5483870967741935,0.5
Ali AlQaisi,36.5,56.0,3.5,20.0,5.0,11.5,31.5,4.5,0.5,86.0,110.5,12.0,0.0,1.0,0.0,237.5,0.4259417199715707,0.2777777777777778
Ali Bagautinov,48.4,71.8,3.0,23.8,18.4,6.2,23.2,10.6,14.6,108.6,135.2,8.6,0.0,0.2,0.2,325.6,0.4476533780314117,0.325
Aliaskhab Khizriev,21.5,27.5,1.0,15.5,4.5,1.5,17.0,0.5,4.0,34.5,40.5,1.5,0.0,0.5,0.0,83.0,0.5634328358208955,0.6666666666666666
Alibi Idiris,28.0,50.0,0.0,9.0,17.0,2.0,22.0,6.0,0.0,56.0,82.0,1.0,0.0,0.0,1.0,64.0,0.5,0.0
Alice Ardelean,110.25,122.0,1.0,79.75,19.0,11.5,107.0,2.25,1.0,240.25,256.5,2.25,0.0,0.0,0.25,117.0,0.47098214285714285,0.4583333333333333
Alice Pereira,37.0,43.0,0.0,29.0,7.0,1.0,35.0,2.0,0.0,117.0,123.0,3.0,0.0,0.0,0.0,19.0,0.3162393162393162,0.0
Alistair Overeem,54.6,69.0,1.2,37.0,11.6,6.0,19.2,7.6,27.8,71.4,87.2,3.2,0.4,0.0,0.0,235.0,0.7381134654818865,0.44000000000000006
Aljamain Sterling,65.4,99.4,4.2,30.0,18.8,16.6,50.2,7.8,7.4,113.8,152.8,8.8,0.0,0.0,0.4,305.6,0.5371322342731414,0.4264102564102564
Allan Goes,36.0,43.0,0.0,16.0,4.0,16.0,29.0,6.0,1.0,49.0,56.0,0.0,1.0,0.0,0.0,0.0,0.7346938775510204,0.0
Allan Nascimento,22.8,40.2,1.0,8.8,4.6,9.4,18.0,0.8,4.0,47.8,68.4,3.2,0.0,1.0,1.0,234.0,0.5077377499116629,0.2333333333333333
Allan Zuniga,59.0,93.0,0.0,33.0,18.0,8.0,44.0,14.0,1.0,112.0,147.0,0.0,0.0,1.0,0.0,0.0,0.5267857142857143,0.0
Allen Berube,4.0,26.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,28.0,2.0,0.0,1.0,0.0,159.0,0.8,1.0
Allen Crowder,9.0,11.0,0.3333333333333333,6.0,0.3333333333333333,2.6666666666666665,7.0,1.0,1.0,23.0,25.333333333333332,1.0,0.0,0.3333333333333333,0.0,47.666666666666664,0.2649122807017544,0.3333333333333333
Alonzo Menifield,26.8,33.8,0.0,19.4,5.4,2.0,25.0,1.8,0.0,63.6,72.2,0.2,0.0,0.0,0.0,18.8,0.33349260508728945,0.0
Alptekin Ozkilic,47.5,57.25,3.5,36.0,7.5,4.0,38.5,6.25,2.75,147.0,159.0,6.0,0.0,0.0,0.0,187.0,0.30809264858424124,0.5565476190476191
Alvaro Herrera Mendoza,6.25,6.5,0.0,4.25,1.75,0.25,5.0,0.75,0.5,16.25,16.5,0.0,0.25,0.25,0.0,2.75,0.37401125444603706,0.0
Alvin Hines,82.0,83.0,1.0,56.0,21.0,5.0,80.0,2.0,0.0,259.0,260.0,10.0,0.0,0.0,0.0,5.0,0.3166023166023166,0.1
Alvin Robinson,14.25,61.75,0.75,13.25,0.75,0.25,3.25,1.25,9.75,28.25,84.0,1.5,0.0,0.75,1.0,167.25,0.4240613553113553,0.5
Amanda Cooper,34.6,63.0,1.0,26.6,4.6,3.4,22.2,1.4,11.0,78.0,114.4,2.6,0.0,0.8,0.0,198.8,0.40870874861572537,0.3333333333333333
Amanda Lemos,20.4,30.0,1.0,13.4,3.4,3.6,13.8,1.4,5.2,41.2,51.4,1.4,0.2,0.8,0.4,167.8,0.4768145743145743,0.8
Amanda Nunes,83.0,106.2,3.8,61.0,10.4,11.6,63.4,1.2,18.4,151.4,176.8,5.8,0.6,0.8,0.0,373.4,0.5710262898582423,0.7671703296703296
Amanda Ribas,50.4,90.4,1.8,29.0,8.0,13.4,46.0,2.6,1.8,139.2,186.8,3.4,0.2,0.0,0.0,127.6,0.37780226655226656,0.5
Amar Suloev,17.5,17.5,0.5,10.5,1.0,6.0,16.5,0.0,1.0,42.0,42.0,0.5,0.0,0.5,0.0,1.5,0.48840579710144927,1.0
Amaury Bitetti,4.0,20.0,0.0,2.5,0.5,1.0,2.0,2.0,0.0,7.5,25.0,3.0,0.0,0.0,0.0,6.5,0.5,0.0
Amilcar Alves,7.0,18.5,0.0,4.0,2.0,1.0,3.5,1.5,2.0,15.0,30.0,0.5,0.0,0.0,0.0,0.0,0.45,0.0
Amir Albazi,44.6,61.2,1.4,30.8,7.6,6.2,38.4,0.6,5.6,129.6,149.6,4.8,0.4,0.4,0.0,221.4,0.4180920969099383,0.3555555555555555
Amir Sadollah,59.2,76.2,0.6,31.6,12.6,15.0,41.2,11.6,6.4,138.2,157.6,3.0,0.0,0.2,0.0,83.6,0.44116173688579935,0.3333333333333333
Anderson Dos Santos,31.0,42.0,0.75,21.75,3.75,5.5,26.75,2.5,1.75,121.5,133.25,5.25,0.0,0.5,0.0,109.0,0.3202154254162862,0.09722222222222221
Anderson Silva,30.4,36.6,0.0,14.0,9.2,7.2,26.0,3.4,1.0,63.6,69.8,0.0,0.0,0.0,0.0,6.2,0.47846759183968485,0.0
Andre Ewell,69.8,72.2,0.4,32.2,26.6,11.0,68.4,1.4,0.0,172.8,176.6,0.4,0.0,0.2,0.0,18.8,0.40041766284754854,1.0
Andre Fialho,25.0,28.6,0.2,16.2,5.8,3.0,20.8,4.0,0.2,59.0,63.4,0.2,0.2,0.0,0.0,15.4,0.4490736894934496,1.0
Andre Fili,33.2,36.8,1.2,25.6,5.2,2.4,27.4,3.4,2.4,84.4,88.6,3.4,0.2,0.0,0.0,74.2,0.3794154258439973,0.593939393939394
Andre Gusmao,25.5,32.0,0.0,7.0,9.5,9.0,16.0,9.5,0.0,58.5,66.0,0.5,0.0,0.0,0.0,55.0,0.45995670995670995,0.0
Andre Lima,51.75,73.5,1.25,23.5,11.0,17.25,45.5,5.75,0.5,88.5,114.25,1.75,0.0,1.25,0.0,215.75,0.5482432872039248,0.625
Andre Muniz,22.4,28.8,2.8,12.4,4.2,5.8,20.4,0.2,1.8,51.2,59.4,4.6,0.0,0.0,0.2,142.8,0.4579553049289891,0.4238095238095238
Andre Pederneiras,10.0,17.0,0.0,3.0,1.0,6.0,4.0,5.0,1.0,19.0,26.0,1.0,0.0,0.0,0.0,4.0,0.5263157894736842,0.0
Andre Petroski,26.2,41.4,1.6,12.4,6.0,7.8,24.2,0.4,1.6,54.4,74.2,3.4,0.0,0.2,0.0,271.6,0.521077121077121,0.4208333333333333
Andre Roberts,6.0,6.5,0.0,6.0,0.0,0.0,3.0,1.5,1.5,11.5,12.0,0.0,0.5,0.0,0.0,14.0,0.5833333333333333,0.0
Andre Soukhamthath,35.4,46.2,1.6,14.2,13.0,8.2,20.4,11.0,4.0,76.2,87.4,2.8,0.6,0.2,0.0,143.6,0.4401218224550222,0.6428571428571428
Andre Winner,24.6,31.8,0.0,12.2,7.0,5.4,17.0,7.0,0.6,83.8,91.0,0.2,0.4,0.0,0.0,20.6,0.3613085744664692,0.0
Andrea Lee,49.2,68.0,1.6,17.2,18.6,13.4,43.8,4.2,1.2,131.4,153.8,2.8,0.0,0.4,0.4,107.2,0.37437202973166783,0.47916666666666663
Andreas Gustafsson,51.5,78.0,4.0,35.5,11.0,5.0,15.5,26.5,9.5,73.5,102.0,7.0,0.0,0.0,0.0,287.0,0.514391447368421,0.5714285714285714
Andreas Michailidis,29.25,39.25,0.75,16.0,7.75,5.5,24.5,3.25,1.5,56.75,67.25,2.75,0.0,0.0,0.25,101.5,0.4627571333775713,0.3214285714285714
Andreas Stahl,27.5,41.5,1.0,16.5,6.5,4.5,20.0,6.5,1.0,72.5,89.0,1.5,0.0,0.0,0.0,99.5,0.39056703762586115,0.5
Andrei Arlovski,49.8,58.0,0.0,24.8,14.4,10.6,44.0,5.6,0.2,94.2,103.2,0.2,0.0,0.0,0.0,59.8,0.4923982260467083,0.0
Andrei Semenov,5.0,20.0,0.5,4.0,0.0,1.0,4.0,0.5,0.5,37.5,52.5,1.0,0.5,0.5,0.0,125.5,0.14055472263868066,0.5
Andrew Craig,29.2,63.2,0.4,20.4,4.4,4.4,21.0,4.6,3.6,72.2,109.6,1.0,0.2,0.0,0.2,88.8,0.4312739554805054,0.2222222222222222
Andrew Holbrook,15.6,36.2,0.4,9.4,4.6,1.6,7.6,5.4,2.6,31.6,54.2,2.2,0.0,1.0,0.2,75.4,0.5194753534376175,0.3333333333333333
Andrew Sanchez,44.0,63.4,1.8,29.6,9.0,5.4,38.4,3.0,2.6,116.4,139.0,5.0,0.2,0.0,0.0,189.2,0.4338910495474124,0.16666666666666669
Andrey Pulyaev,20.5,33.0,0.0,11.5,7.5,1.5,13.0,6.5,1.0,43.0,58.0,2.0,0.5,0.0,0.0,55.5,0.5346041055718476,0.0
Andy Anderson,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Andy Enz,37.333333333333336,40.333333333333336,0.0,24.666666666666668,7.333333333333333,5.333333333333333,36.666666666666664,0.6666666666666666,0.0,160.66666666666666,164.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.17526235530602344,0.0
Andy Ogle,22.2,68.6,1.2,12.6,7.0,2.6,16.6,1.2,4.4,51.6,100.6,3.0,0.0,0.0,0.2,374.0,0.44741862262146237,0.5083333333333333
Andy Wang,4.0,4.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0
