event,fighter_name,opponent_name,weightclass,method,round,time,time_format,details,outcome
UFC Live: Hardy vs Lytle,Alex Caceres,Jimy Hettes,Featherweight Bout,Submission,2,3:12,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC Live: Hardy vs Lytle,Cole Miller,TJ O'Brien,Lightweight Bout,Submission,2,2:38,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard,Win
UFC Live: Hardy vs Lytle,TJ O'Brien,Cole Miller,Lightweight Bout,Submission,2,2:38,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard,Loss
UFC Live: Hardy vs Lytle,Jacob Volkmann,Danny Castillo,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Nelson Hamilton 28 - 29.Glenn Trowbridge 28 - 29.,Win
UFC Live: Hardy vs Lytle,Danny Castillo,Jacob Volkmann,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Nelson Hamilton 28 - 29.Glenn Trowbridge 28 - 29.,Loss
UFC Live: Hardy vs Lytle,Edwin Figueroa,Jason Reinhardt,Bantamweight Bout,KO/TKO,2,0:50,3 Rnd (5-5-5),Punches to Head From Back Control,Win
UFC Live: Hardy vs Lytle,Jason Reinhardt,Edwin Figueroa,Bantamweight Bout,KO/TKO,2,0:50,3 Rnd (5-5-5),Punches to Head From Back Control,Loss
UFC 133: Evans vs Ortiz 2,Rashad Evans,Tito Ortiz,Light Heavyweight Bout,KO/TKO,2,4:48,3 Rnd (5-5-5),Knee to Body On Ground,Win
UFC 133: Evans vs Ortiz 2,Tito Ortiz,Rashad Evans,Light Heavyweight Bout,KO/TKO,2,4:48,3 Rnd (5-5-5),Knee to Body On Ground,Loss
UFC 133: Evans vs Ortiz 2,Vitor Belfort,Yoshihiro Akiyama,Middleweight Bout,KO/TKO,1,1:52,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC 133: Evans vs Ortiz 2,Yoshihiro Akiyama,Vitor Belfort,Middleweight Bout,KO/TKO,1,1:52,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC 133: Evans vs Ortiz 2,Dennis Hallman,Brian Ebersole,Welterweight Bout,KO/TKO,1,4:28,3 Rnd (5-5-5),Elbows to Head From Guard,Loss
UFC 133: Evans vs Ortiz 2,Brian Ebersole,Dennis Hallman,Welterweight Bout,KO/TKO,1,4:28,3 Rnd (5-5-5),Elbows to Head From Guard,Win
UFC 133: Evans vs Ortiz 2,Jorge Rivera,Constantinos Philippou,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Brad Duruttya 28 - 29.Ray Martin 29 - 28.Cardo Urso 28 - 29.,Loss
UFC 133: Evans vs Ortiz 2,Constantinos Philippou,Jorge Rivera,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Brad Duruttya 28 - 29.Ray Martin 29 - 28.Cardo Urso 28 - 29.,Win
UFC 133: Evans vs Ortiz 2,Rory MacDonald,Mike Pyle,Welterweight Bout,KO/TKO,1,3:54,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC 133: Evans vs Ortiz 2,Mike Pyle,Rory MacDonald,Welterweight Bout,KO/TKO,1,3:54,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC 133: Evans vs Ortiz 2,Matt Hamill,Alexander Gustafsson,Light Heavyweight Bout,KO/TKO,2,3:34,3 Rnd (5-5-5),Punches to Head From Mount,Loss
UFC 133: Evans vs Ortiz 2,Alexander Gustafsson,Matt Hamill,Light Heavyweight Bout,KO/TKO,2,3:34,3 Rnd (5-5-5),Punches to Head From Mount,Win
UFC 133: Evans vs Ortiz 2,Chad Mendes,Rani Yahya,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Wilfredo Cintron 27 - 30.Doug Crosby 27 - 30.Ray Martin 27 - 30.,Win
UFC 133: Evans vs Ortiz 2,Rani Yahya,Chad Mendes,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Wilfredo Cintron 27 - 30.Doug Crosby 27 - 30.Ray Martin 27 - 30.,Loss
UFC 133: Evans vs Ortiz 2,Ivan Menjivar,Nick Pace,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brad Duruttya 28 - 29.Kings Kao 28 - 29.Ray Martin 28 - 29.,Win
UFC 133: Evans vs Ortiz 2,Nick Pace,Ivan Menjivar,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brad Duruttya 28 - 29.Kings Kao 28 - 29.Ray Martin 28 - 29.,Loss
UFC 133: Evans vs Ortiz 2,Johny Hendricks,Mike Pierce,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Doug Crosby 29 - 28.Wilfredo Cintron 28 - 29.Kings Kao 28 - 29.,Win
UFC 133: Evans vs Ortiz 2,Mike Pierce,Johny Hendricks,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Doug Crosby 29 - 28.Wilfredo Cintron 28 - 29.Kings Kao 28 - 29.,Loss
UFC 133: Evans vs Ortiz 2,Mike Brown,Nam Phan,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kings Kao 27 - 29.Wilfredo Cintron 28 - 29.Brad Duruttya 28 - 29.,Win
UFC 133: Evans vs Ortiz 2,Nam Phan,Mike Brown,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kings Kao 27 - 29.Wilfredo Cintron 28 - 29.Brad Duruttya 28 - 29.,Loss
UFC 133: Evans vs Ortiz 2,Rafael Natal,Paul Bradley,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kings Kao 27 - 30.Wilfredo Cintron 28 - 29.Cardo Urso 28 - 29.,Win
UFC 133: Evans vs Ortiz 2,Paul Bradley,Rafael Natal,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kings Kao 27 - 30.Wilfredo Cintron 28 - 29.Cardo Urso 28 - 29.,Loss
UFC 132: Cruz vs Faber,Dominick Cruz,Urijah Faber,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Sal D'amato 45 - 50.Patricia Morse-Jarman 46 - 49.Glenn Trowbridge 47 - 48.,Win
UFC 132: Cruz vs Faber,Urijah Faber,Dominick Cruz,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Sal D'amato 45 - 50.Patricia Morse-Jarman 46 - 49.Glenn Trowbridge 47 - 48.,Loss
UFC 132: Cruz vs Faber,Wanderlei Silva,Chris Leben,Middleweight Bout,KO/TKO,1,0:27,3 Rnd (5-5-5),Punches to Head In Clinch,Loss
UFC 132: Cruz vs Faber,Chris Leben,Wanderlei Silva,Middleweight Bout,KO/TKO,1,0:27,3 Rnd (5-5-5),Punches to Head In Clinch,Win
UFC 132: Cruz vs Faber,Dennis Siver,Matt Wiman,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Collins 28 - 29.Lester Griffin 28 - 29.Glenn Trowbridge 28 - 29.,Win
UFC 132: Cruz vs Faber,Matt Wiman,Dennis Siver,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Collins 28 - 29.Lester Griffin 28 - 29.Glenn Trowbridge 28 - 29.,Loss
UFC 132: Cruz vs Faber,Tito Ortiz,Ryan Bader,Light Heavyweight Bout,Submission,1,1:56,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard,Win
UFC 132: Cruz vs Faber,Ryan Bader,Tito Ortiz,Light Heavyweight Bout,Submission,1,1:56,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard,Loss
UFC 132: Cruz vs Faber,Carlos Condit,Dong Hyun Kim,Welterweight Bout,KO/TKO,1,2:58,3 Rnd (5-5-5),Flying Knee Head,Win
UFC 132: Cruz vs Faber,Dong Hyun Kim,Carlos Condit,Welterweight Bout,KO/TKO,1,2:58,3 Rnd (5-5-5),Flying Knee Head,Loss
UFC 132: Cruz vs Faber,Melvin Guillard,Shane Roller,Lightweight Bout,KO/TKO,1,2:12,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 132: Cruz vs Faber,Shane Roller,Melvin Guillard,Lightweight Bout,KO/TKO,1,2:12,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 132: Cruz vs Faber,George Sotiropoulos,Rafael Dos Anjos,Lightweight Bout,KO/TKO,1,0:59,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 132: Cruz vs Faber,Rafael Dos Anjos,George Sotiropoulos,Lightweight Bout,KO/TKO,1,0:59,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 132: Cruz vs Faber,Brian Bowles,Takeya Mizugaki,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lester Griffin 27 - 30.Marcos Rosales 27 - 30.Jeff Collins 28 - 29.,Win
UFC 132: Cruz vs Faber,Takeya Mizugaki,Brian Bowles,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lester Griffin 27 - 30.Marcos Rosales 27 - 30.Jeff Collins 28 - 29.,Loss
UFC 132: Cruz vs Faber,Brad Tavares,Aaron Simpson,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 27 - 30.Lester Griffin 27 - 30.Glenn Trowbridge 27 - 30.,Loss
UFC 132: Cruz vs Faber,Aaron Simpson,Brad Tavares,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 27 - 30.Lester Griffin 27 - 30.Glenn Trowbridge 27 - 30.,Win
UFC 132: Cruz vs Faber,Anthony Njokuani,Andre Winner,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Patricia Morse-Jarman 27 - 30.Junichiro Kamijo 26 - 30.Tony Weeks 26 - 30.,Win
UFC 132: Cruz vs Faber,Andre Winner,Anthony Njokuani,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Patricia Morse-Jarman 27 - 30.Junichiro Kamijo 26 - 30.Tony Weeks 26 - 30.,Loss
UFC 132: Cruz vs Faber,Jeff Hougland,Donny Walker,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Collins 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 27 - 30.,Win
UFC 132: Cruz vs Faber,Donny Walker,Jeff Hougland,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Collins 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 27 - 30.,Loss
UFC Live: Kongo vs Barry,Cheick Kongo,Pat Barry,Heavyweight Bout,KO/TKO,1,2:39,3 Rnd (5-5-5),Punch to Head In Clinch,Win
UFC Live: Kongo vs Barry,Pat Barry,Cheick Kongo,Heavyweight Bout,KO/TKO,1,2:39,3 Rnd (5-5-5),Punch to Head In Clinch,Loss
UFC Live: Kongo vs Barry,Charlie Brenneman,Rick Story,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 28 - 29.Brad Duruttya 28 - 29.Cardo Urso 28 - 29.,Win
UFC Live: Kongo vs Barry,Rick Story,Charlie Brenneman,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 28 - 29.Brad Duruttya 28 - 29.Cardo Urso 28 - 29.,Loss
UFC Live: Kongo vs Barry,Matt Brown,John Howard,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 28 - 29.John Lapcevic 28 - 29.Cardo Urso 28 - 29.,Win
UFC Live: Kongo vs Barry,John Howard,Matt Brown,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 28 - 29.John Lapcevic 28 - 29.Cardo Urso 28 - 29.,Loss
UFC Live: Kongo vs Barry,Christian Morecraft,Matt Mitrione,Heavyweight Bout,KO/TKO,2,4:28,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC Live: Kongo vs Barry,Matt Mitrione,Christian Morecraft,Heavyweight Bout,KO/TKO,2,4:28,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Live: Kongo vs Barry,Tyson Griffin,Manvel Gamburyan,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brad Duruttya 28 - 29.John Lapcevic 28 - 29.Todd Kruszka 28 - 29.,Win
UFC Live: Kongo vs Barry,Manvel Gamburyan,Tyson Griffin,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brad Duruttya 28 - 29.John Lapcevic 28 - 29.Todd Kruszka 28 - 29.,Loss
UFC Live: Kongo vs Barry,Joe Stevenson,Javier Vazquez,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Lapcevic 27 - 30.Brent Colflesh 28 - 29.Cardo Urso 27 - 30.,Loss
UFC Live: Kongo vs Barry,Javier Vazquez,Joe Stevenson,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Lapcevic 27 - 30.Brent Colflesh 28 - 29.Cardo Urso 27 - 30.,Win
UFC Live: Kongo vs Barry,Joe Lauzon,Curt Warburton,Lightweight Bout,Submission,1,1:58,3 Rnd (5-5-5),Kimura From Guard,Win
UFC Live: Kongo vs Barry,Curt Warburton,Joe Lauzon,Lightweight Bout,Submission,1,1:58,3 Rnd (5-5-5),Kimura From Guard,Loss
UFC Live: Kongo vs Barry,Daniel Roberts,Rich Attonito,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 29.John Lapcevic 27 - 30.Brent Colflesh 28 - 29.,Loss
UFC Live: Kongo vs Barry,Rich Attonito,Daniel Roberts,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 29.John Lapcevic 27 - 30.Brent Colflesh 28 - 29.,Win
UFC Live: Kongo vs Barry,Nik Lentz,Charles Oliveira,Lightweight Bout,Overturned,2,1:48,3 Rnd (5-5-5),Illegal Knee on Ground by Oliveira,No Contest
UFC Live: Kongo vs Barry,Charles Oliveira,Nik Lentz,Lightweight Bout,Overturned,2,1:48,3 Rnd (5-5-5),Illegal Knee on Ground by Oliveira,No Contest
UFC Live: Kongo vs Barry,Ricardo Lamas,Matt Grice,Featherweight Bout,KO/TKO,1,4:41,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Live: Kongo vs Barry,Matt Grice,Ricardo Lamas,Featherweight Bout,KO/TKO,1,4:41,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Live: Kongo vs Barry,Michael Johnson,Edward Faaloloto,Lightweight Bout,KO/TKO,1,4:42,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Live: Kongo vs Barry,Edward Faaloloto,Michael Johnson,Lightweight Bout,KO/TKO,1,4:42,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC 131: Dos Santos vs Carwin,Shane Carwin,Junior Dos Santos,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 27 - 30.Sal D'amato 27 - 30.Bill Mahood 26 - 30.,Loss
UFC 131: Dos Santos vs Carwin,Junior Dos Santos,Shane Carwin,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 27 - 30.Sal D'amato 27 - 30.Bill Mahood 26 - 30.,Win
UFC 131: Dos Santos vs Carwin,Kenny Florian,Diego Nunes,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Darrah 28 - 29.Chris Franco 28 - 29.Dave Hagen 27 - 30.,Win
UFC 131: Dos Santos vs Carwin,Diego Nunes,Kenny Florian,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Darrah 28 - 29.Chris Franco 28 - 29.Dave Hagen 27 - 30.,Loss
UFC 131: Dos Santos vs Carwin,Mark Munoz,Demian Maia,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Jason Darrah 28 - 29.Nelson Hamilton 27 - 30.,Win
UFC 131: Dos Santos vs Carwin,Demian Maia,Mark Munoz,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Jason Darrah 28 - 29.Nelson Hamilton 27 - 30.,Loss
UFC 131: Dos Santos vs Carwin,Dave Herman,Jon Olav Einemo,Heavyweight Bout,KO/TKO,2,3:19,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC 131: Dos Santos vs Carwin,Jon Olav Einemo,Dave Herman,Heavyweight Bout,KO/TKO,2,3:19,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC 131: Dos Santos vs Carwin,Vagner Rocha,Donald Cerrone,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Hagen 27 - 30.Nelson Hamilton 27 - 30.Chris Franco 26 - 30.,Loss
UFC 131: Dos Santos vs Carwin,Donald Cerrone,Vagner Rocha,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Hagen 27 - 30.Nelson Hamilton 27 - 30.Chris Franco 26 - 30.,Win
UFC 131: Dos Santos vs Carwin,Yves Edwards,Sam Stout,Lightweight Bout,KO/TKO,1,3:52,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 131: Dos Santos vs Carwin,Sam Stout,Yves Edwards,Lightweight Bout,KO/TKO,1,3:52,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 131: Dos Santos vs Carwin,Jesse Bongfeldt,Chris Weidman,Middleweight Bout,Submission,1,4:54,3 Rnd (5-5-5),Guillotine Choke Standing,Loss
UFC 131: Dos Santos vs Carwin,Chris Weidman,Jesse Bongfeldt,Middleweight Bout,Submission,1,4:54,3 Rnd (5-5-5),Guillotine Choke Standing,Win
UFC 131: Dos Santos vs Carwin,Mike Massenzio,Krzysztof Soszynski,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 27 - 30.Chris Franco 26 - 30.Bill Mahood 27 - 30.,Loss
UFC 131: Dos Santos vs Carwin,Krzysztof Soszynski,Mike Massenzio,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nelson Hamilton 27 - 30.Chris Franco 26 - 30.Bill Mahood 27 - 30.,Win
UFC 131: Dos Santos vs Carwin,Nick Ring,James Head,Middleweight Bout,Submission,3,3:33,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC 131: Dos Santos vs Carwin,James Head,Nick Ring,Middleweight Bout,Submission,3,3:33,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC 131: Dos Santos vs Carwin,Dustin Poirier,Jason Young,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Hagen 27 - 30.Bill Mahood 27 - 30.Sal D'amato 28 - 29.,Win
UFC 131: Dos Santos vs Carwin,Jason Young,Dustin Poirier,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Hagen 27 - 30.Bill Mahood 27 - 30.Sal D'amato 28 - 29.,Loss
UFC 131: Dos Santos vs Carwin,Joey Beltran,Aaron Rosa,Heavyweight Bout,KO/TKO,3,1:26,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC 131: Dos Santos vs Carwin,Aaron Rosa,Joey Beltran,Heavyweight Bout,KO/TKO,3,1:26,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC 131: Dos Santos vs Carwin,Darren Elkins,Michihiro Omigawa,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Darrah 28 - 29.Bill Mahood 28 - 29.Dave Hagen 27 - 30.,Win
UFC 131: Dos Santos vs Carwin,Michihiro Omigawa,Darren Elkins,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Darrah 28 - 29.Bill Mahood 28 - 29.Dave Hagen 27 - 30.,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ramsey Nijem,Tony Ferguson,Ultimate Fighter 13 Welterweight Tournament Title Bout,KO/TKO,1,3:54,3 Rnd (5-5-5),Punches to Head At Distance,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Tony Ferguson,Ramsey Nijem,Ultimate Fighter 13 Welterweight Tournament Title Bout,KO/TKO,1,3:54,3 Rnd (5-5-5),Punches to Head At Distance,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Guida,Anthony Pettis,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Doug Crosby 27 - 30.Junichiro Kamijo 27 - 30.,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Anthony Pettis,Clay Guida,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Doug Crosby 27 - 30.Junichiro Kamijo 27 - 30.,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ed Herman,Tim Credeur,Middleweight Bout,KO/TKO,1,0:48,3 Rnd (5-5-5),Punch to Head In Clinch,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Tim Credeur,Ed Herman,Middleweight Bout,KO/TKO,1,0:48,3 Rnd (5-5-5),Punch to Head In Clinch,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Fabio Maldonado,Kyle Kingsbury,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Patricia Morse-Jarman 28 - 29.,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Kyle Kingsbury,Fabio Maldonado,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Patricia Morse-Jarman 28 - 29.,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Chuck O'Neil,Chris Cope,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 30.Sal D'amato 27 - 30.Tony Weeks 27 - 30.,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Chris Cope,Chuck O'Neil,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Doug Crosby 27 - 30.Sal D'amato 27 - 30.Tony Weeks 27 - 30.,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Danny Downes,Jeremy Stephens,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 26 - 30.Glenn Trowbridge 26 - 30.Mark Smith 27 - 30.,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Jeremy Stephens,Danny Downes,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 26 - 30.Glenn Trowbridge 26 - 30.Mark Smith 27 - 30.,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Josh Grispi,George Roop,Featherweight Bout,KO/TKO,3,3:14,3 Rnd (5-5-5),Punch to Body At Distance,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,George Roop,Josh Grispi,Featherweight Bout,KO/TKO,3,3:14,3 Rnd (5-5-5),Punch to Body At Distance,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ryan McGillivray,Shamar Bailey,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.Mark Smith 27 - 30.,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Shamar Bailey,Ryan McGillivray,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.Mark Smith 27 - 30.,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Harvison,Justin Edwards,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Glenn Trowbridge 28 - 29.Doug Crosby 29 - 28.,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Justin Edwards,Clay Harvison,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Sal D'amato 28 - 29.Glenn Trowbridge 28 - 29.Doug Crosby 29 - 28.,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Scott Jorgensen,Ken Stone,Bantamweight Bout,KO/TKO,1,4:01,3 Rnd (5-5-5),Punch to Head From Guard,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ken Stone,Scott Jorgensen,Bantamweight Bout,KO/TKO,1,4:01,3 Rnd (5-5-5),Punch to Head From Guard,Loss
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Reuben Duran,Francisco Rivera,Bantamweight Bout,Submission,3,1:57,3 Rnd (5-5-5),Rear Naked Choke,Win
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Francisco Rivera,Reuben Duran,Bantamweight Bout,Submission,3,1:57,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC 130: Rampage vs Hamill,Quinton Jackson,Matt Hamill,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Glenn Trowbridge 27 - 30.Roy Silbert 27 - 30.Tony Weeks 27 - 30.,Win
UFC 130: Rampage vs Hamill,Matt Hamill,Quinton Jackson,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Glenn Trowbridge 27 - 30.Roy Silbert 27 - 30.Tony Weeks 27 - 30.,Loss
UFC 130: Rampage vs Hamill,Frank Mir,Roy Nelson,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Cecil Peoples 27 - 30.Patricia Morse-Jarman 26 - 30.,Win
UFC 130: Rampage vs Hamill,Roy Nelson,Frank Mir,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Cecil Peoples 27 - 30.Patricia Morse-Jarman 26 - 30.,Loss
UFC 130: Rampage vs Hamill,Stefan Struve,Travis Browne,Heavyweight Bout,KO/TKO,1,4:11,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 130: Rampage vs Hamill,Travis Browne,Stefan Struve,Heavyweight Bout,KO/TKO,1,4:11,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 130: Rampage vs Hamill,Thiago Alves,Rick Story,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Patricia Morse-Jarman 28 - 29.Roy Silbert 28 - 29.Tony Weeks 28 - 29.,Loss
UFC 130: Rampage vs Hamill,Rick Story,Thiago Alves,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Patricia Morse-Jarman 28 - 29.Roy Silbert 28 - 29.Tony Weeks 28 - 29.,Win
UFC 130: Rampage vs Hamill,Brian Stann,Jorge Santiago,Middleweight Bout,KO/TKO,2,4:29,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 130: Rampage vs Hamill,Jorge Santiago,Brian Stann,Middleweight Bout,KO/TKO,2,4:29,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 130: Rampage vs Hamill,Miguel Torres,Demetrious Johnson,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Hagen 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 28 - 29.,Loss
